"date_r","volume","high","low","war","window_borrowing"
"2016-11-25","14795","10","4","5.7996","0"
"2016-11-28","18175","10","4.5","5.873","0"
"2016-11-29","16705","9.5","5","6.3628","0"
"2016-11-30","24585","10","5","6.5578","0"
"2016-12-01","23020","10","5","6.7603","0"
"2016-12-02","23900","9.5","4","6.1381","0"
"2016-12-05","26505","9.75","4","5.9313","0"
"2016-12-06","23925","9.5","4.25","6.0563","0"
"2016-12-07","30190","10.75","4","5.7718","0"
"2016-12-08","21275","10","4","5.5032","0"
"2016-12-09","20660","9.6","3","5.141","0"
"2016-12-13","15202","9.5","3","5.3943","0"
"2016-12-14","9540","9.5","2","4.6544","0"
"2016-12-15","14905","9.5","2","4.3353","0"
"2016-12-16","27250","9.5","2","4.1825","0"
"2016-12-19","19750","10","2","4.3114","0"
"2016-12-20","22570","10.5","2","4.1161","0"
"2016-12-21","14880","9.5","2","4.9731","0"
"2016-12-22","12955","10","4.75","7.1196","0"
"2016-12-23","17840","6.25","10","8.2207","0"
"2016-12-28","17680","9.5","8.25","8.6674","0"
"2016-12-29","16730","10","8","8.7262","0"
"2016-12-30","11030","10","6","8.2015","0"
"2017-01-03","19265","10","5.5","7.1311","0"
"2017-01-04","33105","9.7","5.5","6.6849","0"
"2017-01-05","25465","9.75","4","6.8827","0"
"2017-01-06","25785","10","4","7.7644","0"
"2017-01-09","22105","10.8","7","8.5479","0"
"2017-01-10","22145","10.75","5","7.5758","240"
"2017-01-11","19765","10.5","4.5","6.9046","0"
"2017-01-12","17090","10.5","5","7.0925","0"
"2017-01-13","12705","11.5","6","8.1307","0"
"2017-01-16","9216.27","10.5","6.75","7.977","370"
"2017-01-17","10680","10.5","8","9.0033","0"
"2017-01-18","13970","11.5","8","9.2339","0"
"2017-01-19","13990","14","7.85","9.2195","0"
"2017-01-20","15560","14","7.75","8.7532","0"
"2017-01-23","19700","14","7","8.3542","0"
"2017-01-24","18170","13.5","6.5","7.837","0"
"2017-01-25","11950","10.75","6.25","7.5315","0"
"2017-01-26","14760","14","5.5","7.1916","0"
"2017-01-27","17475","14","5.75","7.7725","0"
"2017-01-30","20030","14","5.75","7.2258","0"
"2017-01-31","12325","14","4","7.3753","0"
"2017-02-01","13880","14","3","6.6","0"
"2017-02-01","13880","14","3","6.6","0"
"2017-02-02","14850","14","3","6.6633","0"
"2017-02-03","15800","13.25","3.5","7.1685","0"
"2017-02-06","16625","13","4","6.8031","0"
"2017-02-07","21410","11","3.5","6.6065","0"
"2017-02-08","13755","11","4","6.9202","40"
"2017-02-09","13390","13","4.5","7.2315","0"
"2017-02-10","14535","13.25","5","6.9869","0"
"2017-02-13","11350","13","5","6.6141","0"
"2017-02-14","7315","13","4.35","6.5185","0"
"2017-02-15","5315","10.5","5","6.8429","0"
"2017-02-16","9900","14","5.5","7.424","0"
"2017-02-17","8050","14","5.5","6.9891","0"
"2017-02-20","8650","14","5","6.2399","0"
"2017-02-21","9080","14","4.5","6.0036","0"
"2017-02-22","10480","14","4.5","6.0165","0"
"2017-02-23","13120","13","3","5.798","0"
"2017-02-24","14885","14","3","5.4451","0"
"2017-02-27","17040","14","3","4.9275","0"
"2017-02-28","10530","14","3","4.6038","0"
"2017-03-01","7405","14","3","5.2583","0"
"2017-03-02","7245","3","14","4.7277","0"
"2017-03-03","10850","14","3","4.6311","0"
"2017-03-06","12005","14","3.5","5.0573","0"
"2017-03-07","11555","14","3","5.0777","0"
"2017-03-08","10875","14","3","4.2924","0"
"2017-03-09","12755","14","3","4.2935","0"
"2017-03-10","9792","14","2.75","4.0239","0"
"2017-03-13","9350","13","2.75","3.6096","0"
"2017-03-14","9665","12","2.75","3.3479","0"
"2017-03-15","6500","12","2.75","4.4038","0"
"2017-03-16","4665","11","3.5","5.5734","0"
"2017-03-17","10210.5","10","4","5.1591","0"
"2017-03-20","6160","12","2.75","4.5716","0"
"2017-03-21","4.1393","12","2.75","4.1393","0"
"2017-03-22","8100","10","3","4.5694","0"
"2017-03-23","8450","12","2.75","4.7411","0"
"2017-03-24","10950","11.5","3","4.6708","0"
"2017-03-27","15550","11.5","3.5","4.9844","0"
"2017-03-28","16920","10","3","4.4214","0"
"2017-03-29","14200","10","3","3.8037","0"
"2017-03-30","16400","10","3","4.3351","0"
"2017-03-31","14235","10","3","3.9459","0"
"2017-04-03","10430","9.5","3","4.0158","0"
"2017-04-04","16015","10","3.5","4.0629","0"
"2017-04-05","17300","10","3.25","4.1923","0"
"2017-04-06","11050","10","3","3.8835","0"
"2017-04-07","3900","10","2.75","4.0051","0"
"2017-04-10","10925","10","2.75","3.9256","0"
"2017-04-11","12825","10","2.75","4.1152","0"
"2017-04-12","15240","10","3","4.0341","0"
"2017-04-13","8270","10","2.75","3.7693","0"
"2017-04-18","10250","10","3.5","4.4595","0"
"2017-04-19","7925","10","3.5","4.7151","0"
"2017-04-20","13760","10","3.5","4.9328","0"
"2017-04-21","16930","10","4.25","5.6615","0"
"2017-04-24","29200","9.5","5","6.8346","0"
"2017-04-25","25345","9.7","5","6.9382","0"
"2017-04-26","14850","10","5","7.4813","0"
"2017-04-27","13970","10.2","5","6.5792","0"
"2017-04-28","16840","10","4.5","6.1252","0"
"2017-05-02","10050","10","4.5","6.0162","0"
"2017-05-05","13300","10","3.75","5.3965","0"
"2017-05-08","17820","11.5","4.5","5.5727","0"
"2017-05-09","15330","10","4","5.6083","0"
"2017-05-10","9775","10","4.5","5.6923","0"
"2017-05-11","7650","10","4.5","5.715","0"
"2017-05-12","7475","10","4.5","5.4314","0"
"2017-05-15","7320","4","10","5.5584","0"
"2017-05-16","10180","10","4","5.3723","0"
"2017-05-17","7050","10","4","5.6745","0"
"2017-05-18","8225","10","4.5","6.1623","0"
"2017-05-19","10304","10","3.75","5.9706","0"
"2017-05-22","13330","10","3","4.8325","0"
"2017-05-23","15050","10","2","3.9904","0"
"2017-05-24","6170","10","2.5","4.1917","0"
"2017-05-25","9400","10","2.75","3.8016","0"
"2017-05-26","16500","10","2.5","3.6759","0"
"2017-05-29","24100","10","2.5","3.4863","0"
"2017-05-30","8545","10","2.75","4.038","0"
"2017-05-31","9695","9","2","3.7922","0"
"2017-06-02","8650","9.5","2.5","3.8723","0"
"2017-06-05","10450","9.5","2.75","4.1292","0"
"2017-06-06","8855","9.5","2.75","4.048","0"
"2017-06-07","8850","9.5","2.5","3.5116","0"
"2017-06-08","9250","9","2.25","3.2416","0"
"2017-06-09","11000","9.5","2","2.8977","0"
"2017-06-12","16720","9.5","2","2.9635","0"
"2017-06-13","13380","9.5","1.95","2.6454","0"
"2017-06-14","7530","9.5","1.5","2.4529","0"
"2017-06-15","15520","9.5","2","2.5997","0"
"2017-06-16","16370","9.5","2.25","3.1764","0"
"2017-06-19","23055","9.5","2.5","3.4423","0"
"2017-06-20","16150","8","3","3.8197","0"
"2017-06-21","19405","10","3.25","4.6899","0"
"2017-06-22","13975","10","3.75","5.7478","0"
"2017-06-23","16900","9.75","3.5","5.4749","0"
"2017-06-27","19550","10","3.75","5.2127","0"
"2017-06-28","17450","9.5","3.5","4.7304","0"
"2017-06-29","21750","9.9","3.5","4.4706","0"
"2017-06-30","10250","8","3.5","4.7966","0"
"2017-07-03","15550","10","3.75","5.1296","0"
"2017-07-04","13450","9.9","3.5","5.4015","0"
"2017-07-05","12620","9.9","4","5.1779","0"
"2017-07-06","12950","10","4","5.5654","0"
"2017-07-07","14550","11","4.35","5.9674","0"
"2017-07-10","13020","11","4.5","6.0115","0"
"2017-07-11","15370","11","4.5","6.1642","0"
"2017-07-12","13300","11.5","5","6.406","0"
"2017-07-13","14175","11","5.5","6.8728","0"
"2017-07-14","12630","11","5.8","7.2287","0"
"2017-07-17","7175","10","6","7.2701","0"
"2017-07-18","13500","9.5","6.25","7.602","0"
"2017-07-19","16865","10","6.5","7.4174","0"
"2017-07-20","17595","10","6","7.3839","0"
"2017-07-21","22395","10","6","7.0771","0"
"2017-07-24","15845","10","6","7.3231","0"
"2017-07-25","25740","10","5.75","7.1819","0"
"2017-07-26","26320","10","5.75","7.2153","0"
"2017-07-27","29995","10","5.75","7.2808","0"
"2017-07-28","26220","10","5.85","7.288","0"
"2017-07-31","30595","10.71","6","8.5404","0"
"2017-08-01","25573","10","6.5","8.6724","0"
"2017-08-02","25225","10.2","7.5","9.2191","0"
"2017-08-03","28685","11","8.5","9.9321","0"
"2017-08-04","33220","12.5","8.25","10.5132","0"
"2017-08-07","28425","12.5","8.5","10.5783","0"
"2017-08-10","26160","12.5","10","10.7646","0"
"2017-08-10","30445","12.5","9.5","10.814","0"
"2017-08-11","20250","12.65","9","10.4044","0"
"2017-08-14","8050","12.5","7.75","8.9366","0"
"2017-08-15","20100","12.5","6.85","8.8582","0"
"2017-08-16","17800","12.5","5.5","7.7317","0"
"2017-08-17","23100","11.5","5","6.5924","0"
"2017-08-18","22250","11.5","4.5","6.6355","0"
"2017-08-21","18050","11.5","4","5.8179","0"
"2017-08-22","18050","11.5","4","5.6693","0"
"2017-08-23","14700","11.5","4","5.6168","0"
"2017-08-24","12300","11.5","3.5","5.8268","0"
"2017-08-25","22000","11.5","3.5","5.5534","0"
"2017-08-28","18150","11.5","4","5.4972","0"
"2017-08-29","15720","11.5","4","5.428","0"
"2017-08-30","17780","11","4","5.101","0"
"2017-08-31","13250","11","3.5","4.8272","0"
"2017-09-01","9850","10.5","2","4.8822","0"
"2017-09-04","8575","11","3","5.2522","0"
"2017-09-05","10620","11","3","5.4409","0"
"2017-09-05","10620","11","3","5.4409","40"
"2017-09-06","8700","11","3.5","5.9629","0"
"2017-09-07","11100","11","3.25","5.9376","0"
"2017-09-08","17716","11","2","4.4726","0"
"2017-09-11","13636","10.75","3","4.8176","0"
"2017-09-12","15830","10.5","2.5","4.7923","0"
"2017-09-13","17050","10.5","2.5","4.1887","80"
"2017-09-14","17690","10.5","2","3.5577","0"
"2017-09-15","28400","10.5","3","3.7145","0"
"2017-09-18","26150","10.5","3","4.3366","0"
"2017-09-19","25380","10.5","3","4.4692","30"
"2017-09-20","20290","10.5","2.75","4.9929","0"
"2017-09-21","21230","10","4.75","6.0904","0"
"2017-09-22","17470","10","5.75","7.1005","50"
"2017-09-25","13750","11","6","7.4847","60"
"2017-09-26","20905","11","6.25","7.4083","0"
"2017-09-27","15980","11","6.5","7.7078","0"
"2017-09-28","14455","11","7","7.908","0"
"2017-09-29","15205","12","7","8.161","30"
"2017-10-02","17350","11","6","8.1562","65"
"2017-10-03","24585","11","7.5","8.1967","0"
"2017-10-04","27775","11","7.25","8.2311","0"
"2017-10-05","26865","8.2277","7.5","11","0"
"2017-10-06","30510","11","7","8.132","0"
"2017-10-09","29630","10.5","6.75","7.997","0"
"2017-10-10","33570","10.5","6.75","7.8911","0"
"2017-10-11","33035","10","6","7.7958","200"
"2017-10-12","34685","9.5","5","7.2459","0"
"2017-10-13","24400","10","4.5","6.2497","0"
"2017-10-16","22175","10","5.5","6.5528","0"
"2017-10-17","21710","10","6","6.8926","0"
"2017-10-18","27755","9.75","6","7.0487","0"
"2017-10-19","23520","10","5","7.4473","0"
"2017-10-23","31675","13","6.75","7.7137","0"
"2017-10-24","17020","12","7.5","8.5249","0"
"2017-10-27","24995","12","7.6","8.7651","0"
"2017-10-30","37870","12","7.7","8.726","0"
"2017-10-31","33350","12","7.5","8.8124","0"
"2017-11-01","28370","12","7","8.6863","0"
"2017-11-02","21895","12","7.1","8.5812","0"
"2017-11-03","26590","12","7","8.5089","0"
"2017-11-06","27295","12","7","8.4036","0"
"2017-11-07","26745","11.5","7","8.5736","0"
"2017-11-08","25580","11.75","7.5","8.8484","0"
"2017-11-09","25290","11","7.5","8.9431","0"
"2017-11-11","24975","12","7.6","9.2741","0"
"2017-11-13","24545","12","7.9","9.1985","0"
"2017-11-14","22950","14","8","9.7152","0"
"2017-11-15","17995","12.5","8","9.6664","0"
"2017-11-16","12875","11.5","8","9.4315","0"
"2017-11-17","15960","11.5","8","9.2757","0"
"2017-11-20","20470","13","7.85","8.8853","0"
"2017-11-21","23330","12.5","7.85","8.7884","0"
"2017-11-22","21090","10.5","7.9","8.8315","0"
"2017-11-23","23080","12","7.9","8.7965","0"
"2017-11-24","20635","11.5","8","8.8221","0"
"2017-11-27","21040","11","8.1","8.822","0"
"2017-11-29","20830","10.5","7.9","8.3977","0"
"2017-11-30","24730","11","7.5","8.3377","0"
"2017-12-01","21070","10.5","7","8.0526","0"
"2017-12-04","30325","10.5","7","7.9592","0"
"2017-12-05","29200","10.5","7","7.912","0"
"2017-12-06","31385","10.5","7","7.8823","0"
"2017-12-07","18055","10.5","5.25","7.7545","0"
"2017-12-08","24215","10.5","5","6.9542","0"
"2017-12-11","18925","10.5","4","6.58","0"
"2017-12-13","18320","10.5","4","6.5985","0"
"2017-12-14","23650","10","4","6.2366","0"
"2017-12-15","21185","10","5","6.8493","0"
"2017-12-18","20025","10","5","6.9757","0"
"2017-12-19","23975","10","5","6.5645","0"
"2017-12-20","23650","10","5","6.4508","0"
"2017-12-21","10995","10.5","5","7.0577","0"
"2017-12-22","13515","10","6","7.768","0"
"2017-12-27","16575","10","6.5","8.0759","0"
"2017-12-28","19160","10","6.5","8.0237","0"
"2017-12-29","19.515","10.5","4","6.9091","0"
"2018-01-02","22295","10","4","6.9909","0"
"2018-01-03","24590","10","5","6.6161","0"
"2018-01-04","24705","10","5","6.6342","0"
"2018-01-05","19920","10.25","4","5.9547","0"
"2018-01-08","14330","10","4","5.6181","0"
"2018-01-09","15575","10","4","4.9262","0"
"2018-01-10","15985","11","4","4.8904","0"
"2018-01-11","15620","10","4","5.2159","0"
"2018-01-12","6565","10","3.5","5.1554","0"
"2018-01-15","15905","8.2","4.5","5.5682","0"
"2018-01-16","17895","10","5","6.093","0"
"2018-01-17","11435","9.2","5","6.6343","0"
"2018-01-18","11395","9.5","6","7.0265","0"
"2018-01-19","18725","10","6","7.3595","0"
"2018-01-22","19565","9.5","5","6.7473","0"
"2018-01-23","14250","9.5","4","6.2379","0"
"2018-01-24","13295","10","5","6.2896","0"
"2018-01-25","9330","9.5","5","6.3398","0"
"2018-01-26","15305","9.5","5.5","6.3835","0"
"2018-01-29","13255","10","5","6.3031","0"
"2018-01-30","13025","9.5","5","6.1983","0"
"2018-01-31","16878","9","4.5","6.0893","0"
"2018-02-01","17335","10.5","4","5.6699","0"
"2018-02-02","17335","10.5","4","5.6699","0"
"2018-02-02","17385","10","4","5.4961","0"
"2018-02-05","20575","9","4","5.5456","0"
"2018-02-06","19590","8.5","4","5.5197","0"
"2018-02-07","19135","8.5","4","5.3308","0"
"2018-02-08","12500","8.5","3.85","5.3515","0"
"2018-02-09","10385","8","3","4.9256","0"
"2018-02-12","15370","8","3","4.6244","0"
"2018-02-13","15250","11","3","4.4854","0"
"2018-02-14","11180","10","3","4.697","0"
"2018-02-15","16450","8","3.25","4.6497","0"
"2018-02-16","13450","10","3.5","5.0898","0"
"2018-02-19","7080","10","3.5","5.5452","0"
"2018-02-20","8640","10","3.5","5.2011","0"
"2018-02-21","7130","9","3","5.202","0"
"2018-02-22","8960","8.5","3","5.375","0"
"2018-02-23","16085","9","3","5.0928","0"
"2018-02-26","19945","8.75","3.5","4.8991","0"
"2018-02-27","13.095","8","3.85","4.6888","0"
"2018-02-28","10915","8","3.85","4.7183","0"
"2018-03-01","12325","8.5","3.85","4.819","0"
"2018-03-02","14185","8","3","4.6983","0"
"2018-03-05","16465","8.2","3","4.5657","0"
"2018-03-06","13911","8.5","3","4.5418","0"
"2018-03-07","10422","9","3","4.9749","0"
"2018-03-08","23345","9","3","4.4741","0"
"2018-03-09","19240","8.5","3","4.4838","0"
"2018-03-12","15730","8","3","4.4897","0"
"2018-03-13","12585","7.5","3","4.1144","0"
"2018-03-14","13250","8","2.5","4.0415","0"
"2018-03-15","13260","10","3","4.1316","0"
"2018-03-16","10300","9.5","3.25","4.6296","0"
"2018-03-19","14550","8.5","3.5","4.6784","0"
"2018-03-20","20630","8.5","3.85","4.6423","0"
"2018-03-21","17090","8.3","3.9","4.7626","0"
"2018-03-22","10180","9.5","4.5","5.3084","0"
"2018-03-23","5775","8.2","5","6.1138","0"
"2018-03-26","20530","8.2","5","5.8177","0"
"2018-03-27","16780","8.2","5","5.6752","0"
"2018-03-28","20550","10","5","5.8916","0"
"2018-03-29","19650","8.2","5.4","6.0697","0"
"2018-04-03","19980","9","5.5","6.2448","0"
"2018-04-04","22430","10.5","5.5","6.4476","0"
"2018-04-05","28712","10.5","5","6.3383","0"
"2018-04-06","30965","10.5","4.75","6.1696","0"
"2018-04-09","18525","9.5","5.5","6.1457","0"
"2018-04-10","18335","10","5","5.9719","0"
"2018-04-11","16745","10.5","5","5.6621","0"
"2018-04-12","12500","9.5","4.5","5.0508","0"
"2018-04-13","11440","10","3","4.3695","0"
"2018-04-16","13500","9","3","4.5766","0"
"2018-04-17","14050","8","3","4.6541","0"
"2018-04-18","20350","8.5","3.3","4.4647","0"
"2018-04-19","14050","8.5","3","4.6036","0"
"2018-04-20","15050","8.5","4","4.8415","0"
"2018-04-23","14675","9","4.1","4.7891","0"
"2018-04-24","13850","8.35","4.1","4.7872","0"
"2018-04-25","11130","10","3.5","4.7147","0"
"2018-04-26","15225","10","3.5","4.7276","0"
"2018-04-27","14165","10","3.5","4.7287","0"
"2018-04-30","13628","10","4","4.9749","0"
"2018-05-02","16050","10","4.25","4.9217","0"
"2018-05-03","13250","10","4.25","4.9053","0"
"2018-05-04","17305","10.5","4.25","5.0899","0"
"2018-05-07","17630","10","4.35","5.2245","0"
"2018-05-08","16020","10","4","4.9032","0"
"2018-05-09","13445","10","4","4.6791","0"
"2018-05-10","16370","10","3.25","4.219","0"
"2018-05-11","15700","10","2.95","3.8575","0"
"2018-05-14","3.6859","9.3","2.5","3.6859","0"
"2018-05-15","4.8466","9.3","3.7","4.8466","0"
"2018-05-16","8950","9.5","4.25","5.2944","0"
"2018-05-17","10800","9","4.5","5.6426","0"
"2018-05-18","12515","9.5","5","5.8252","0"
"2018-05-21","4315","9.5","4.5","5.5168","0"
"2018-05-22","4320","9.5","4","5.7998","0"
"2018-05-23","7340","9.75","4","5.7044","0"
"2018-05-24","10190","10","4","5.8258","0"
"2018-05-25","16290","10","4.25","5.6952","0"
"2018-05-28","19500","10","4","5.4282","0"
"2018-05-29","14740","10","4","5.1669","0"
"2018-05-30","20140","10","4","4.7408","0"
"2018-05-31","30635","10","3","4.3308","0"
"2018-06-04","23580","9.5","3.25","4.1135","0"
"2018-06-05","14790","9.5","3","3.9478","0"
"2018-06-06","18250","9.15","3","4.0107","0"
"2018-06-07","17685","9.5","3","3.7778","0"
"2018-06-08","18901","10","2.75","3.6331","0"
"2018-06-11","12150","10","2.5","3.6424","0"
"2018-06-12","14490","10","2","3.3715","0"
"2018-06-13","8900","9.5","2","3.5301","0"
"2018-06-14","11850","9.5","2.5","3.746","0"
"2018-06-18","17950","9.5","2.75","4.0457","0"
"2018-06-19","16700","9.5","3.1","3.9172","0"
"2018-06-20","9850","9.5","3.25","4.479","0"
"2018-06-21","12950","9.5","4","4.9505","0"
"2018-06-22","12200","9.5","4.8","6.1799","0"
"2018-06-25","19310","9","5.5","6.398","0"
"2018-06-26","26580","9","5.7","6.6646","0"
"2018-06-27","28775","9.75","5.5","6.6815","0"
"2018-06-28","23855","9.7","5.5","6.6425","0"
"2018-06-29","31940","9","5.75","6.5337","0"
"2018-07-02","26295","9.5","5.5","6.5895","0"
"2018-07-03","25950","9","5","6.3241","0"
"2018-07-04","20200","8","4.5","5.8438","0"
"2018-07-05","20800","10","4","5.4492","0"
"2018-07-06","17600","8.75","3.5","4.8646","0"
"2018-07-09","11500","8","3.85","4.6954","0"
"2018-07-10","6895","8","3","4.5123","0"
"2018-07-11","15350","9","2.5","3.7743","0"
"2018-07-12","9675","8.5","2","3.3008","0"
"2018-07-13","11050","8","1.5","2.7805","0"
"2018-07-16","18850","8","2","3.1052","0"
"2018-07-17","17475","8","2.25","3.3083","0"
"2018-07-18","17785","8","2.25","3.4155","0"
"2018-07-19","17950","9","2.5","3.3979","0"
"2018-07-20","23550","9","2.5","3.4236","0"
"2018-07-23","16640","9","3","3.9836","0"
"2018-07-24","13220","9","3.7","4.5502","0"
"2018-07-25","13240","9.5","3.7","5.0561","0"
"2018-07-26","16005","9.5","4.75","5.5351","0"
"2018-07-27","16950","9.5","5","6.4527","0"
"2018-07-30","14125","9.5","6","7.5204","0"
"2018-07-31","6730","9.5","7","8.1052","0"
"2018-08-01","8065","9.5","7","8.525","0"
"2018-08-02","10245","9.5","7.5","8.3475","0"
"2018-08-03","7960","9.5","7.9","8.4545","0"
"2018-08-06","12992","9","7.5","8.3721","0"
"2018-08-07","14722","9.5","7","8.1427","0"
"2018-08-08","11250","9.5","7.5","8.1091","0"
"2018-08-09","11383","9","7.9","8.2144","0"
"2018-08-10","13130","9.5","5","7.7719","0"
"2018-08-13","6740","9.5","4","6.0412","44"
"2018-08-14","2465","9.25","3.5","6.5984","0"
"2018-08-15","11660","9.5","4.5","6.2026","0"
"2018-08-16","11695","8","5","6.0911","0"
"2018-08-17","15665","8.5","5.5","6.1454","0"
"2018-08-20","18700","7.5","5.5","6.0957","0"
"2018-08-22","25275","9","5.25","5.9633","0"
"2018-08-23","26180","9","5","5.8807","0"
"2018-08-24","18925","9","4.8","5.8535","0"
"2018-08-27","25715","9","5","5.7638","0"
"2018-08-28","23395","9","5","5.8845","0"
"2018-08-29","18175","9.25","5","5.7992","0"
"2018-08-30","11100","9","4.75","5.7856","0"
"2018-08-31","15460","9.1","4.75","5.4331","0"
"2018-09-03","9700","9","4.75","5.6843","0"
"2018-09-04","12900","9","4.75","5.4328","0"
"2018-09-05","16350","9","4","5.2735","0"
"2018-09-06","17650","9","3.75","4.9697","0"
"2018-09-07","19850","9","3","4.3443","0"
"2018-09-10","15375","9","2.25","4.1502","0"
"2018-09-11","18225","9","2","3.808","0"
"2018-09-12","20825","9","2","3.584","0"
"2018-09-13","19525","9","2.5","3.4661","0"
"2018-09-14","19600","7","2.5","3.6313","0"
"2018-09-17","11570","6","2.65","3.6262","0"
"2018-09-18","13100","6","3","3.5525","0"
